region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, "
Latin America & Caribbean ,2017.0,-70.83180628205129,7.463814841025642,0.8276190476190476,15108221.0,-3.244242424242424,1.0,58.38441176470589,29638.74642857143,40.88142857142857,-3.622941176470587,24.477352941176473,-1280.8316666666665,-3.505555555555555,28.100588235294115,1831490.2767647053,16526.459411764707,16526.459411764707,10647.05588235294,288.72235294117644,163.9576470588235,18.271515151515153,18.352058823529415,,20.937096774193545,8.263600000000002
Latin America & Caribbean ,2018.0,-70.83180628205129,7.463814841025642,0.7345238095238098,15248924.047619049,-5.6369696969696985,0.99,63.52588235294118,35455.274285714295,40.478571428571435,-3.9291176470588236,25.125294117647062,-1837.784444444445,-3.2177777777777785,29.053823529411762,1864397.7888235296,16668.627058823524,17068.83588235294,10785.10794117647,297.9797058823529,157.79617647058828,17.212812499999995,18.48823529411764,,22.521333333333327,8.588
Latin America & Caribbean ,2019.0,-70.83180628205129,7.463814841025642,0.7833333333333333,15391210.5,-3.718787878787878,0.99,66.54617647058822,39492.014285714286,42.46142857142856,-2.9829411764705878,24.778235294117646,-2171.696666666667,-3.079444444444445,27.762058823529415,1864889.031470588,16683.750882352935,17389.315882352937,10820.34970588235,302.24382352941166,153.9991176470588,18.0090625,18.65911764705882,,21.38066666666667,7.7208695652173915
Latin America & Caribbean ,2020.0,-70.83180628205129,7.463814841025642,,16305025.0,-8.276363636363635,0.89,75.7421212121212,51558.23571428573,52.40857142857144,-8.452727272727273,23.15393939393939,-5692.236111111112,-6.774444444444444,31.607575757575756,1749242.9914705884,14950.336176470593,16112.988787878789,9462.373823529411,284.98030303030305,125.6808823529412,11.421874999999998,18.828823529411764,,19.33466666666667,12.716818181818184
Latin America & Caribbean ,2021.0,-70.83180628205129,7.463814841025642,,16449425.0,-7.244848484848485,0.87,74.25843750000001,58056.622857142866,53.67642857142857,-4.812187500000001,23.988750000000003,-3854.0952941176465,-3.691176470588235,28.801562499999996,1810409.4958823528,15488.789705882353,17083.48212121212,10043.024117647059,302.14515151515155,133.20882352941172,13.748125000000002,18.98764705882353,,20.781999999999993,10.846363636363636
Latin America & Caribbean ,2022.0,-70.83180628205129,7.463814841025642,,16591925.0,-5.644242424242425,,73.02750000000002,62008.21499999999,53.641428571428584,-3.1765624999999997,24.39125,-2093.7029411764706,-2.604705882352941,27.567499999999995,1879305.111764706,16113.795882352942,18099.684242424242,10709.417941176469,316.0587878787879,142.16117647058826,15.390937499999996,19.133235294117647,,20.839000000000002,9.644999999999998
Latin America & Caribbean ,2023.0,-70.83180628205129,7.463814841025642,,16731675.0,-4.3590625,,71.6546875,65398.962142857126,53.226428571428585,-2.4228124999999996,24.532187500000003,-1632.7411764705882,-2.211176470588235,26.955312499999998,2001141.625757576,17002.888181818184,19034.803333333337,11585.200303030302,330.41242424242427,153.56878787878787,16.47375,19.066363636363633,,20.674,9.002272727272727
Latin America & Caribbean ,2024.0,-70.83180628205129,7.463814841025642,,16868150.0,-3.940000000000001,,70.7,67708.63785714286,52.88214285714286,-2.144375,24.59375000000001,-1261.049411764706,-2.188823529411765,26.737812499999997,2051980.1221212125,17311.2996969697,19750.666363636366,12024.673939393939,345.2763636363636,162.0239393939394,17.190312499999997,19.233333333333338,,20.928333333333338,8.583636363636364
Latin America & Caribbean ,2025.0,-70.83180628205129,7.463814841025642,,17001000.0,-3.4609374999999996,,69.41031249999997,69951.10214285715,52.262857142857136,-1.9334375,24.638437500000002,-1499.3135294117646,-2.198235294117647,26.5703125,2101473.7269696966,17594.360606060607,20466.48363636364,12456.746060606058,360.7996969696969,170.10666666666663,17.87875,19.399696969696976,,21.123,8.292272727272728
Middle East & North Africa,1980.0,35.0544085,29.35374,4.0245,9231430.25,16.134375000000002,1.26,,,,,,,,,5102686.436249998,44851.706875,21222.99588235294,9523.290625,73.22176470588235,32.816250000000004,33.86625,9.37470588235294,,26.887333333333338,10.285
Middle East & North Africa,1981.0,35.0544085,29.35374,3.8865000000000007,9536571.1,10.961875,1.28,,,,,,,,,4581940.984374998,41382.465625,21482.324705882354,9465.439999999999,78.49117647058826,34.766875,32.78375,9.68705882352941,,27.706000000000003,7.003333333333334
Middle East & North Africa,1982.0,35.0544085,29.35374,3.8419999999999996,9857857.95,8.994375000000002,1.3,,,,,,,,,4653584.033125001,36891.526249999995,20253.98176470588,8394.603125,79.44411764705882,34.42125,31.253750000000004,10.001176470588234,,28.066666666666663,6.8500000000000005
Middle East & North Africa,1983.0,35.0544085,29.35374,3.7059999999999995,10191709.5,1.7374999999999994,0.7250000000000001,,,,,,,,,5138706.8968750015,34572.580625,19646.54,7611.36125,82.1141176470588,35.12125,23.318124999999995,10.328235294117649,,27.697999999999993,7.9624999999999995
Middle East & North Africa,1984.0,35.0544085,29.35374,3.5410000000000004,10532440.55,4.436875000000001,0.7350000000000001,,,,,,,,,4768102.859375001,34534.748125,20375.327647058824,7286.859375,83.93294117647058,35.20062499999999,24.840000000000003,10.662941176470587,,27.216666666666672,8.158
Middle East & North Africa,1985.0,35.0544085,29.35374,3.6044999999999994,10878639.4,4.526249999999999,0.7300000000000001,,,,-6.73,34.61,,,41.35,4717865.610625,32551.151875000003,19586.61705882353,6842.106250000001,85.81294117647059,36.416250000000005,22.080000000000002,11.025882352941176,,23.962666666666664,8.453999999999999
Middle East & North Africa,1986.0,35.0544085,29.35374,3.5599999999999996,11227492.2,1.408125,0.7400000000000001,,,,-2.33,30.69,,,33.02,4184074.711874999,30256.189999999995,18605.334117647057,5683.771874999999,87.89470588235294,37.206875,18.693125000000002,11.381176470588239,,22.521999999999995,8.995999999999999
Middle East & North Africa,1987.0,35.0544085,29.35374,3.4524999999999997,11578505.65,2.5306249999999997,0.76,,,,-13.07,27.99,,,41.06,4343449.833125002,29407.841249999998,18524.034117647065,6034.8618750000005,89.70882352941177,44.359375,19.829375000000002,11.68764705882353,,20.60666666666667,8.642
Middle East & North Africa,1988.0,35.0544085,29.35374,3.336,11928256.5,1.4825,0.7849999999999999,179.39,4.22,174.24,-12.71,30.48,,,43.18,3666789.3849999993,27702.61875,18133.706470588237,5828.623124999999,94.30294117647058,47.322500000000005,19.506249999999998,12.028823529411763,,20.696666666666665,8.748000000000001
Middle East & North Africa,1989.0,35.0544085,29.35374,3.1574999999999998,12272662.95,4.789375,0.7949999999999999,213.78,5.16,206.47,-6.72,34.76,,,41.48,3430739.0100000002,28044.986875,19226.823529411766,6100.934375,101.31529411764704,53.33375000000001,23.767500000000002,12.354705882352942,,21.94866666666667,8.48
Middle East & North Africa,1990.0,35.0544085,29.35374,3.0075,12105482.761904761,0.4464705882352938,0.81,88.09666666666665,156.94333333333333,127.37333333333333,-6.316923076923077,30.008666666666667,,,37.58571428571429,3593324.1735294126,25534.72388888889,18845.05555555556,6722.770588235293,109.565,65.02705882352942,22.867777777777775,12.538333333333334,,21.657058823529415,11.23375
Middle East & North Africa,1991.0,35.0544085,29.35374,3.084761904761905,12430776.61904762,-18.383888888888883,0.8600000000000001,83.919,274.602,92.68199999999999,-12.214374999999999,31.281250000000004,-0.74,-5.58,43.49500000000001,3768665.677777778,25907.115555555556,18808.173157894737,6009.551666666666,115.27684210526314,44.20388888888889,8.563888888888888,12.194736842105264,,24.05705882352941,11.195
Middle East & North Africa,1992.0,35.0544085,29.35374,3.1104999999999996,13282830.95,-6.653333333333334,0.895,74.612,296.236,79.92,-7.538125000000001,28.773125,-0.67,-4.54,36.309374999999996,3786829.6266666674,27442.95111111111,20549.97894736842,6315.805555555556,122.81631578947369,32.09277777777778,22.880000000000003,12.515263157894735,,24.21941176470588,11.341250000000002
Middle East & North Africa,1993.0,35.0544085,29.35374,2.9425,13605391.4,-2.4683333333333333,0.9450000000000001,76.01899999999999,356.59400000000005,82.56,-6.622499999999999,28.736250000000002,-0.6,-3.77,35.356875,3782394.8711111117,27900.794444444444,21471.234210526312,6334.823333333333,127.37526315789474,33.4388888888889,22.153333333333336,12.832105263157896,,23.491176470588233,12.398750000000001
Middle East & North Africa,1994.0,35.0544085,29.35374,2.7544999999999993,13919248.25,-0.6050000000000001,1.0050000000000001,77.862,498.64799999999997,86.15599999999999,-7.23125,27.835625000000004,-0.56,-3.2,35.06499999999999,3698188.3949999996,27636.152777777777,21667.376842105266,6347.023888888889,132.96736842105264,35.94888888888889,22.64666666666666,13.13684210526316,,23.05588235294118,12.25125
Middle East & North Africa,1995.0,35.0544085,29.35374,2.5545,13623664.952380951,-0.04894736842105324,1.05,74.73454545454545,685.51,86.548,-3.376875,28.909374999999997,-0.83,-4.34,32.28625,3694423.797777778,27159.772222222222,21764.466842105263,6860.525789473683,137.95736842105262,38.18315789473684,23.581666666666663,13.433684210526316,,22.07176470588235,12.236666666666666
Middle East & North Africa,1996.0,35.0544085,29.35374,2.329047619047619,13906722.904761905,1.4778947368421054,1.16,66.83,7748.845714285714,69.51142857142857,-1.305,30.754375000000003,-1.14,-5.45,32.059375,3850562.0066666678,27480.471111111106,22408.057894736838,7371.731578947368,146.5705263157895,43.41736842105262,24.112222222222222,13.707368421052628,,21.640588235294125,11.837777777777777
Middle East & North Africa,1997.0,35.0544085,29.35374,2.3966666666666665,14185320.523809524,0.7826315789473689,1.165,64.4825,7689.255714285714,64.5257142857143,-1.6543749999999997,30.461875,-0.96,-4.2,32.11687500000001,3817849.5094444444,28531.20722222222,23788.092631578947,7612.620526315788,152.9257894736842,46.35894736842106,24.096666666666664,13.991052631578949,,21.24823529411765,12.746000000000002
Middle East & North Africa,1998.0,35.0544085,29.35374,2.335238095238095,14459130.476190476,-3.5573684210526326,1.19,70.73538461538462,7574.507777777777,73.82111111111111,-4.313124999999999,28.425000000000004,-0.84,-3.41,32.736875000000005,3838708.637222222,28528.658333333333,24076.5,6949.554736842106,156.11899999999997,44.69850000000001,20.601666666666674,14.271052631578948,,22.685294117647057,12.470999999999998
Middle East & North Africa,1999.0,35.0544085,29.35374,2.3623809523809522,14735082.904761905,2.824736842105263,1.2249999999999999,68.22,7017.717777777778,70.41,-1.1076470588235292,28.765294117647063,-0.585,-3.015,29.87411764705882,3782596.8883333337,28303.097222222215,24187.023157894735,7571.161052631579,160.49450000000002,51.0435,23.103888888888886,14.553157894736842,,20.447647058823527,12.167272727272724
Middle East & North Africa,2000.0,35.0544085,29.35374,2.396666666666666,15015561.952380951,7.588421052631579,1.2650000000000001,65.53941176470587,7099.165454545455,67.52090909090909,3.3557894736842107,33.554736842105264,-7.946000000000001,-3.876,30.197894736842112,3735654.968947368,29780.385000000002,26064.99105263158,9184.148947368423,173.474,61.009000000000015,27.48611111111111,14.837894736842102,,20.058823529411764,12.16727272727273
Middle East & North Africa,2001.0,35.0544085,29.35374,2.373333333333334,15299867.047619049,6.6395,1.29,66.17941176470588,3642.622727272727,67.30545454545454,0.1921052631578949,32.28736842105262,-10.524,-4.287999999999999,32.09631578947368,3707458.7447368423,29335.655555555557,26266.486315789472,8707.027894736844,179.19850000000002,58.37549999999999,25.852777777777774,15.135789473684213,,22.474117647058826,11.633636363636363
Middle East & North Africa,2002.0,35.0544085,29.35374,2.385238095238095,15588678.666666666,5.381500000000001,1.3,65.17823529411766,13220.009090909092,67.89909090909092,-1.278421052631579,31.871052631578944,-18.258333333333336,-4.424,33.14947368421052,3975120.9557894734,29062.045555555553,26479.437894736842,8510.854736842104,186.95349999999996,47.84250000000001,25.669999999999998,15.435789473684212,,23.492352941176474,11.635454545454547
Middle East & North Africa,2003.0,35.0544085,29.35374,2.5652380952380955,15886132.333333334,5.8805000000000005,1.3299999999999998,63.87235294117645,13565.817272727272,66.13909090909091,-0.48526315789473695,32.24473684210527,-12.72,-3.79,32.73157894736842,4140870.3449999997,28608.48157894737,26635.792999999998,9019.059,208.494,53.43500000000002,27.84500000000001,16.2635,,24.361764705882354,11.382727272727275
Middle East & North Africa,2004.0,35.0544085,29.35374,2.9333333333333345,16197308.61904762,5.203,1.365,74.64499999999998,11361.999166666668,59.95916666666667,0.3829999999999999,34.89300000000001,-12.163333333333334,-2.3200000000000003,34.51,4305136.123999998,29751.270000000008,28544.361999999994,10241.11,231.282,63.2285,26.379473684210527,16.604999999999997,,24.16941176470588,10.716363636363635
Middle East & North Africa,2005.0,35.0544085,29.35374,3.331428571428572,16525232.095238095,9.607,1.415,60.46333333333334,4027.0,48.62583333333334,5.715,37.3515,-709.9214285714285,-5.028333333333333,31.6375,4431493.551,29720.481578947376,29264.924,11980.164,251.23949999999996,76.44500000000001,30.126842105263155,16.978500000000004,,24.214117647058828,10.053636363636365
Middle East & North Africa,2006.0,35.0544085,29.35374,3.6347619047619046,16871545.85714286,9.8625,1.46,51.6788888888889,3383.913333333334,43.57833333333334,6.372999999999999,37.704499999999996,-970.0371428571427,-5.561428571428571,31.332000000000004,4576448.968,29976.171578947367,30434.712,13103.5405,273.539,89.5085,31.555789473684214,17.382,,24.435882352941178,9.458181818181819
Middle East & North Africa,2007.0,35.0544085,29.35374,3.7514285714285713,17234720.76190476,5.4990000000000006,1.5250000000000001,46.23722222222221,-2254.865833333334,38.013333333333335,5.123,36.532,-999.7128571428572,-5.2,31.4075,4824670.8835,29566.974210526318,30691.65,14163.735,294.7085,105.95750000000001,32.05842105263158,17.791000000000004,,28.23470588235294,8.781666666666668
Middle East & North Africa,2008.0,35.0544085,29.35374,3.693333333333333,17610631.04761905,6.255499999999998,1.5750000000000002,40.202777777777776,-3047.8383333333336,31.438333333333333,5.289999999999999,38.480000000000004,-1028.2885714285715,-5.622857142857144,33.19,4821778.3040000005,27997.144210526316,29560.425000000007,16189.9965,311.62050000000005,131.5365,33.73210526315789,18.263000000000005,,29.918823529411767,8.348333333333333
Middle East & North Africa,2009.0,35.0544085,29.35374,3.500000000000001,17994475.85714286,0.8220000000000003,1.605,42.97842105263158,16963.581538461534,31.07461538461538,-2.6064999999999996,34.379,-1113.4085714285713,-6.575714285714286,36.98700000000001,4819006.714,27660.48631578948,29494.404500000004,13206.056999999997,315.9615,117.47850000000001,26.397368421052633,18.6485,,28.96117647058824,8.512499999999998
Middle East & North Africa,2010.0,35.0544085,29.35374,3.194761904761905,18377042.19047619,5.8755,1.6600000000000001,40.37,16829.593846153846,31.313076923076927,0.12850000000000011,34.2725,-994.4142857142855,-5.711428571428571,34.144,5030284.264999999,28540.822631578947,30867.644500000006,15183.643999999997,335.17199999999997,137.767,28.46,19.035,,26.973529411764705,8.514999999999999
Middle East & North Africa,2011.0,35.0544085,29.35374,2.946190476190476,18759263.19047619,6.551578947368421,1.71,40.90777777777778,-6157.7058333333325,33.60916666666666,0.37631578947368444,34.79105263157894,-1058.4085714285713,-6.017142857142858,34.41473684210526,5355186.541578948,28301.741578947367,33150.751052631575,18777.00736842105,364.1357894736842,168.71894736842108,29.323333333333338,19.308421052631576,,22.840625000000003,8.965454545454545
Middle East & North Africa,2012.0,35.0544085,29.35374,2.747619047619047,19141629.476190478,5.243157894736842,1.765,41.30888888888889,14902.924166666666,34.3025,1.5678947368421052,36.419999999999995,-1388.8228571428572,-7.40142857142857,34.851052631578945,4968647.267894736,29306.474736842105,34905.352105263155,19763.31263157895,381.2184210526316,172.4521052631579,28.511111111111106,19.76368421052631,,23.676875,8.873636363636363
Middle East & North Africa,2013.0,35.0544085,29.35374,2.5442857142857145,19522755.80952381,2.2684210526315796,1.8150000000000002,42.25611111111111,-38838.385,33.88916666666666,-0.5047368421052632,36.29894736842105,-1472.0671428571427,-7.160000000000001,36.804210526315785,4905113.434210527,28695.6452631579,33935.46894736842,19670.39789473684,385.0773684210526,177.99473684210528,28.678888888888885,20.213157894736838,,26.47625,8.600909090909092
Middle East & North Africa,2014.0,35.0544085,29.35374,2.3690476190476195,19901535.285714287,-0.17999999999999988,1.865,42.337222222222216,-44709.16916666666,35.530833333333334,-5.447894736842105,34.89052631578947,-1402.312857142857,-6.008571428571429,40.336842105263166,4925431.459473684,28014.83105263158,32138.08210526316,19050.27947368421,384.59473684210525,181.8136842105263,27.57166666666667,20.715789473684207,,24.595625000000005,8.557272727272727
Middle East & North Africa,2015.0,35.0544085,29.35374,2.2314285714285718,20277227.14285714,-5.284736842105263,1.915,49.63444444444443,222209.01750000005,42.58416666666667,-13.119473684210526,30.67315789473684,-1404.8042857142857,-6.095714285714285,43.79263157894737,4795161.612105264,27808.394736842107,26942.802631578943,15642.226842105263,352.2573684210526,160.3236842105263,22.552222222222227,21.133684210526315,,27.456874999999997,8.56
Middle East & North Africa,2016.0,35.0544085,29.35374,2.087142857142857,20647506.095238097,-6.778421052631579,1.965,56.475,361234.81416666665,50.95499999999999,-13.621578947368418,26.84263157894737,-1674.6057142857142,-6.258571428571429,40.465263157894725,5261010.56736842,27707.152105263158,25850.51842105263,14971.194736842106,350.46947368421064,160.60894736842107,21.438888888888886,21.582105263157892,,28.695625,8.72181818181818
Middle East & North Africa,2017.0,35.0544085,29.35374,1.9685714285714286,21012154.095238097,-2.4878947368421045,2.025,59.40499999999999,313498.27416666667,53.70916666666667,-6.764736842105263,28.998947368421046,-1570.3542857142857,-5.231428571428571,35.763684210526314,5351678.75631579,27509.01894736842,27509.01894736842,15787.919473684213,370.44105263157905,166.4078947368421,23.363333333333333,22.132105263157893,,26.907499999999995,9.012727272727274
Middle East & North Africa,2018.0,35.0544085,29.35374,1.9333333333333327,21376807.714285713,0.3568421052631578,2.075,59.44777777777777,435637.74333333335,55.57583333333333,-2.82,32.235789473684214,-2069.442857142857,-5.81,35.056315789473686,5041285.173684212,27501.19052631579,28161.485263157894,17111.223157894736,384.30105263157884,181.27736842105264,24.948333333333338,22.54842105263158,,24.938749999999995,8.845454545454546
Middle East & North Africa,2019.0,35.0544085,29.35374,1.891428571428571,21747971.61904762,-0.6547368421052632,2.1100000000000003,61.90611111111111,850439.2666666666,58.89583333333334,-3.269473684210527,32.803684210526306,-1888.2642857142857,-4.981428571428572,36.07368421052632,4697661.0815789495,27407.34315789473,28566.41684210526,16866.098947368424,394.358947368421,192.39684210526315,24.54277777777778,22.965263157894736,,25.880000000000003,9.087
Middle East & North Africa,2020.0,35.0544085,29.35374,,22119523.80952381,-8.053684210526315,2.09,72.33722222222224,1223455.2263636363,71.41727272727273,-14.808421052631576,27.98368421052632,-2366.932857142857,-6.537142857142856,42.7921052631579,4307365.582105264,24723.96842105263,26133.356842105262,14357.437368421053,377.288947368421,175.93842105263158,18.981666666666666,23.385263157894734,,27.85312499999999,8.881428571428573
Middle East & North Africa,2021.0,35.0544085,29.35374,,22497761.904761903,-4.801111111111113,2.13,68.89823529411765,1616163.537,64.876,-9.191666666666666,29.284444444444446,-114.45666666666669,-4.411666666666666,38.474999999999994,4265541.1800000025,25880.15722222222,27959.805,15839.605000000001,415.365,197.17055555555555,21.647058823529413,24.75277777777777,,26.940624999999997,8.65
Middle East & North Africa,2022.0,35.0544085,29.35374,,22880428.57142857,-2.9177777777777774,,69.86882352941177,2005720.6300000001,65.77700000000002,-6.72111111111111,29.747222222222224,-85.47000000000001,-2.9583333333333335,36.46888888888888,4291301.238333333,26680.790555555555,29337.56722222222,16589.94111111111,438.95388888888897,208.08,23.09470588235294,25.201666666666664,,26.306874999999998,8.62142857142857
Middle East & North Africa,2023.0,35.0544085,29.35374,,23263285.714285713,-2.224444444444445,,70.55470588235296,2523007.806,66.44200000000001,-5.915555555555556,29.772777777777783,-84.48666666666666,-2.8383333333333334,35.68777777777777,4320188.106666666,27074.546111111114,30310.064999999995,17174.65888888889,461.34388888888884,218.32722222222225,23.97176470588235,25.654444444444447,,26.285624999999996,8.678571428571429
Middle East & North Africa,2024.0,35.0544085,29.35374,,23639952.38095238,-1.6433333333333333,,70.86117647058823,3214534.5840000003,66.418,-5.323333333333332,29.690000000000005,-86.39166666666667,-2.6483333333333334,35.01277777777778,4324270.474444444,27432.04388888889,31297.541111111117,17802.16111111111,483.846111111111,228.8466666666667,24.817058823529415,26.112222222222222,,26.486875000000005,8.845714285714285
Middle East & North Africa,2025.0,35.0544085,29.35374,,24006380.95238095,-1.3855555555555554,,70.74411764705881,4113267.8500000006,65.833,-4.638888888888888,29.791666666666654,-88.605,-2.356666666666667,34.43055555555556,4327565.515555557,27790.657777777775,32327.23333333333,18463.074999999997,507.8133333333334,240.30277777777778,25.418235294117647,26.574444444444442,,26.809375000000003,9.041428571428572
North America,1980.0,-72.47663333333333,38.8801,1.29,83931779.0,-1.065,55.14,44.91,45.8,14.19,-4.04,36.91,-15.9,-4.15,40.95,32049.07,31145.335,12182.060000000001,11916.57,1573.1799999999998,1566.685,21.125,126.045,14.01,22.85,7.35
North America,1981.0,-72.47663333333333,38.8801,0.9700000000000001,84780321.66666667,-2.01,55.85,46.4,48.97,13.3,-2.89,38.94,-46.32,-12.84,41.83,32651.095,31719.795,13580.39,13172.685000000001,1767.2450000000001,1757.14,22.155,127.35499999999999,16.82,24.79,7.62
North America,1982.0,-72.47663333333333,38.8801,0.9533333333333333,85612130.33333333,0.15999999999999998,55.24,52.07,73.19,18.86,-6.9,39.5,-21.31,-5.3,46.4,31475.635000000002,30603.34,13912.36,13474.465,1840.2050000000002,1829.22,21.060000000000002,128.605,13.59,20.995,10.405000000000001
North America,1983.0,-72.47663333333333,38.8801,0.9233333333333333,86404793.66666667,-0.9550000000000001,55.919999999999995,57.61,105.97,25.15,-8.0,38.97,-27.82,-6.37,46.97,32274.050000000003,31411.295,14839.43,14503.44,1996.46,1987.9450000000002,19.549999999999997,129.795,9.9,21.235,10.8
North America,1984.0,-72.47663333333333,38.8801,0.8966666666666666,87162825.33333333,-1.4,58.15,60.64,133.99,29.0,-7.94,38.82,-35.21,-7.56,46.76,34070.44,33181.6,16241.789999999999,15516.9,2215.73,2197.19,21.165,130.945,11.19,23.03,9.445
North America,1985.0,-72.47663333333333,38.8801,0.88,87941004.66666667,-2.19,59.405,65.63,172.72,34.54,-8.76,38.71,-44.76,-9.0,47.47,35271.96000000001,34342.94,17341.77,16192.619999999999,2382.255,2352.59,20.085,132.11499999999998,8.65,22.86,8.85
North America,1986.0,-72.47663333333333,38.8801,0.9199999999999999,88763553.33333333,-3.135,60.8,69.81,204.58,38.85,-7.32,39.49,-37.49,-7.08,46.81,35906.85,34984.869999999995,18021.995000000003,16787.260000000002,2511.51,2479.325,18.75,133.33,6.83,22.71,8.305
North America,1987.0,-72.47663333333333,38.8801,1.0066666666666666,89597816.66666667,-3.265,62.385,70.25,220.98,38.48,-5.75,39.68,-34.33,-6.01,45.43,36862.2,35911.64,18956.88,18204.555,2664.055,2644.195,19.244999999999997,134.575,7.31,22.9,7.49
North America,1988.0,-72.47663333333333,38.8801,1.0233333333333334,90449698.0,-2.685,63.84,70.24,235.53,37.57,-4.51,40.25,-34.26,-5.6,44.76,38014.935,37038.33,20241.195,20208.59,2873.775,2872.905,20.5,135.86,8.13,23.17,6.635
North America,1989.0,-72.47663333333333,38.8801,1.1933333333333334,91384874.0,-2.86,65.16499999999999,71.49,272.26,40.54,-4.72,40.54,-39.13,-6.0,45.25,38618.17,37665.625,21391.85,21828.27,3092.5350000000003,3104.415,19.66,137.255,9.27,23.060000000000002,6.385
North America,1990.0,-72.47663333333333,38.8801,1.1533333333333333,92457821.33333333,-2.375,65.94,74.26,299.35,43.04,-5.91,42.18,-51.51,-7.5,48.09,38489.45,37579.975,22142.785,22710.059999999998,3263.935,3279.61,18.270000000000003,138.84,8.32,21.415,6.885
North America,1991.0,-72.47663333333333,38.8801,0.6900000000000001,93692480.33333333,-1.84,65.285,81.24,348.93,49.72,-8.36,43.08,-54.06,-7.59,51.44,37564.72,36712.945,22364.3,23094.175,3364.895,3385.32,17.17,140.69,6.08,19.725,8.585
North America,1992.0,-72.47663333333333,38.8801,0.6166666666666666,94981286.33333333,-2.2,65.61,88.88,417.31,58.09,-9.2,43.31,-58.15,-7.91,52.51,37905.604999999996,37091.369999999995,23110.760000000002,23188.855,3555.14,3557.355,16.185000000000002,142.54999999999998,3.93,19.229999999999997,9.355
North America,1993.0,-72.47663333333333,38.8801,0.9866666666666667,96220891.33333333,-2.54,66.53,94.73,470.03,62.92,-8.94,42.54,-59.23,-7.79,51.48,38457.205,37629.89,24001.775,23287.32,3739.275,3718.8050000000003,15.8,144.39999999999998,3.43,19.435000000000002,9.145
North America,1994.0,-72.47663333333333,38.8801,1.01,97395327.66666667,-2.025,68.065,97.48,523.82,66.14,-6.94,42.08,-56.06,-7.1,49.01,39641.285,38777.045,25261.34,23849.300000000003,3974.475,3933.58,17.455,146.14499999999998,5.07,20.4,8.245000000000001
North America,1995.0,-72.47663333333333,38.8801,0.98,98546685.66666667,-1.155,69.105,100.08,561.87,67.56,-5.49,42.25,-46.92,-5.65,47.74,40257.44500000001,39376.775,26189.83,24689.105,4166.76,4122.845,18.615000000000002,147.85999999999999,6.1,20.325,7.53
North America,1996.0,-72.47663333333333,38.8801,0.9499999999999998,99688115.66666667,-0.5650000000000001,70.07,100.24,578.26,67.25,-3.05,42.81,-19.77,-2.27,45.86,40884.865000000005,40030.07,27112.79,25636.33,4395.525,4351.865,19.45,149.575,5.59,20.314999999999998,7.51
North America,1997.0,-72.47663333333333,38.8801,0.9333333333333332,100874481.66666667,-1.49,71.64,95.27,573.78,63.27,0.04,43.5,3.73,0.41,43.46,42202.744999999995,41319.7,28468.86,26685.29,4669.549999999999,4616.28,20.32,151.345,5.84,21.814999999999998,7.015000000000001
North America,1998.0,-72.47663333333333,38.8801,0.9133333333333332,102023372.0,-1.855,72.765,93.29,556.31,59.15,0.14,43.55,3.55,0.38,43.41,43528.42,42622.979999999996,29697.489999999998,26940.114999999998,4931.48,4848.415,20.5,153.07,5.54,22.005000000000003,6.395
North America,1999.0,-72.47663333333333,38.8801,0.84,103167523.66666667,-1.4,73.955,88.97,527.91,52.38,1.66,43.43,11.51,1.15,41.77,45243.95,44286.65,31301.805,28417.545,5242.145,5154.56,20.865000000000002,154.785,5.53,22.05,5.895
North America,2000.0,-72.47663333333333,38.8801,0.9766666666666667,104303324.66666667,-0.685,75.83500000000001,80.44,484.47,43.8,2.64,43.2,14.61,1.35,40.56,46872.975,45853.865,33133.28,30307.23,5585.1,5498.49,21.965,156.475,6.65,22.145,5.4
North America,2001.0,-72.47663333333333,38.8801,1.0566666666666666,105350787.0,-0.7550000000000001,75.94,67.30499999999999,2034.585,37.685,-0.0050000000000000044,36.945,-39.595000000000006,-0.32,36.95,47036.009999999995,45995.869999999995,33964.354999999996,30480.405,5768.3,5660.4,20.755000000000003,158.09500000000003,3.73,20.925,5.985
North America,2002.0,-72.47663333333333,38.8801,0.8900000000000001,106349394.66666667,-1.2149999999999999,75.88499999999999,67.55,2222.48,37.805,-2.02,35.015,-159.28,-1.6349999999999998,37.035,47664.615000000005,46583.895000000004,34942.09,31125.235,5967.8,5848.3,19.905,159.665,1.88,20.725,6.725
