Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.121603620045595,-0.0284052115613932,-0.0734810004992979,-0.0686662119157628,-0.0523767271552282,0.0405268892260381,0.133727781435023,0.126664340279044,0.0485933862498549,0.0599876651546732,0.162456320242469,0.259518212115074,0.330671401713551,0.333166395661953,0.337707376243322,0.520962181078711,0.565926341934592,0.415564969331455,0.363162523600756,0.330886246186545,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.495838925879129,0.429153163832595,..,..,..,..,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5793636,5818553,5838000,5859000,5880000,5902000,5922000,5943000
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,6.58468575071283,4.35470501891022,2.71889709161795,2.19012621392814,3.05467857340194,4.71354520274137,6.53615535850412,7.61865975549225,7.59079076836568,6.38265461712827,4.59837980780226,2.74748706348193,1.3438312448475,0.557903889554882,0.62392363972092,1.28071587067944,2.08258118144379,2.63852420014128,2.92268921825227,2.82711712920503,2.48453938320589,2.1276151572494,1.88213726849307,1.68584150488119,1.56242157906834,1.5578736070438,1.51518050206022,..,..,..,..,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,358960,374937,385271,393802,406017,425613,454361,490330,528999,563864,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,958920,973560,988000,1002000,1016000,1030000,1043000,1056000
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.477810703480305,-0.00663909230573765,-0.407153683969202,-0.695720130910551,-0.852136158010726,-0.884046777098082,-0.916745136125531,-0.957236746480187,-0.886409159345062,-0.683433341250003,-0.430772512927054,-0.0639236347436848,0.24127518481589,0.406012936173709,0.298856954467564,0.0773879496343779,-0.228114494063234,-0.476208198477334,-0.588136710664332,-0.499929622855476,-0.26526165319198,0.0157920049714146,0.252333500675106,0.375883875826444,0.401475461310187,0.233431051672096,0.255171542527292,..,..,..,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,75314,75309,75003,74483,73851,73201,72533,71842,71208,70723,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,71625,71808,72000,72000,72000,73000,73000,73000
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,2.30287586656048,2.24854181487841,2.19709814516127,2.15034561263221,2.10842571829361,2.0704877251709,2.03254924586447,1.99559481534877,1.96437312917503,1.93994697693324,1.91927672258482,1.90113920894114,1.87941140249961,1.84723140852484,1.80231363274311,1.74861453631655,1.69311570947364,1.64177291817017,1.59547322258036,1.55649071336596,1.52296747260303,1.49130568852201,1.45900871469339,1.42636748325123,1.39277050072613,1.07884114802307,1.04646051306009,..,..,..,..,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,5803927,5935909,6067770,6199661,6331764,6464229,6596962,6729933,6863441,6997888,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,10627165,10738958,10848000,10954000,11056000,11156000,11252000,11346000
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,2.50173521818573,2.54079978919697,2.5664958833872,2.57151628017608,2.54960435123151,2.51124640020906,2.46772743112152,2.42539434895673,2.37497606754771,2.31672686717062,2.36273697553406,2.19801279048583,2.13130616829899,2.07650795560514,2.03524665906158,2.00543432558862,1.98146040340002,1.95254991519943,1.9128366843632,1.86559664925903,1.82189565588243,1.77161425025092,1.72606460170208,1.68740515991084,1.65877220418071,1.30610448104864,1.29458356359449,1.26649535823282,1.24782335452804,1.22770182885094,1.20320730340302,1.17232269834449,1.13786088673986
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,1589897369,1630293478,1672134893,1715134114,1758863248,1803032638,1847526569,1892336374,1937278910,1982160371,2028993607,2073591146,2117785722,2161761711,2205758894,2249993940,2294576679,2339379434,2384127942,2428606153,2472852823,2516662236,2560101452,2603300736,2646483565,3248239448,3290290622,3331962000,3373539000,3414956000,3456045000,3496561000,3536347000
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,1.48132697469745,1.51328639237691,1.63564711195407,1.60761663365075,1.50447697504011,1.51667781231919,1.58493279142166,1.64125545875322,1.63064855390984,1.56891321657045,1.50594248600784,1.4284432690384,1.31253391272456,1.2505757529208,1.23752479973838,1.20205367047812,1.16941305280767,1.12811222750445,1.07632262379475,0.992917334533146,0.936082736555505,0.89234220556898,0.836145748924906,0.78803938378023,0.755199017941322,0.606731207637637,0.536489917948018,0.507714447467691,0.4776171173622,0.444971291355927,0.412927616366488,0.381532421447361,0.35216946923029
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,1559194619,1582789699,1608678553,1634539937,1659131214,1684294889,1710989831,1739071545,1767429690,1795159128,1822193192,1848222188,1872480731,1895897521,1919359723,1942431457,1965146504,1987315562,2008705489,2028650274,2047640119,2065912076,2083186112,2099602439,2115458616,2328138066,2340628292,2352512000,2363748000,2374266000,2384070000,2393166000,2401594000
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,1.53462897543828,1.56531858972495,1.71208889302888,1.69280319374346,1.58989652324483,1.61431795767267,1.692522990995,1.76389615544959,1.75362115678537,1.6811832580069,1.61562179313984,1.52281041381286,1.40501653921316,1.33444026026378,1.30682959197075,1.26366024968635,1.2252231426301,1.19616827607665,1.13867636920379,1.05917633492578,0.990541105867976,0.934083226979482,0.882749036987931,0.839376336927543,0.810461848176928,0.652581296824039,0.578195471892599,0.567564678040952,0.535250038232135,0.500654753244007,0.466808246209254,0.434181093752699,0.403375139811729
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1360437111,1381732286,1405388771,1429179237,1451901708,1475340018,1500310487,1526774406,1553548245,1579666238,1605187670,1629631635,1652528229,1674580231,1696464141,1717901684,1738949813,1759750579,1779788443,1798639541,1816455805,1833423014,1849607538,1865132706,1880248895,2081639097,2093675040,2105558000,2116828000,2127426000,2137357000,2146637000,2155296000
East Asia & Pacific (IDA & IBRD countries),TEA,Population growth (annual %),SP.POP.GROW,1.53670723885348,1.56634490007499,1.71396466945211,1.69384689008037,1.58977025186222,1.6151692865531,1.69520936828324,1.768075122239,1.75784359663062,1.68413171800736,1.617109395406,1.52234221801729,1.40259937575287,1.33142809723057,1.30475147131996,1.26295456616141,1.22619346325025,1.19863688223202,1.14169853909587,1.06165928506572,0.992078164532487,0.934642063688187,0.882613156639593,0.838983131331489,0.810490470430508,0.654850956051334,0.579735336153078,0.569194109434946,0.53669783219658,0.501885058086941,0.467876108005512,0.435051768081649,0.404116527418054
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1342952245,1363987509,1387365773,1410865625,1433295147,1456445290,1481135087,1507322668,1533819043,1559650576,1584871832,1608999005,1631566815,1653289954,1674861279,1696014016,1716810429,1737388752,1757224494,1775880231,1793498351,1810261141,1826238744,1841560579,1856486252,2056064424,2067984156,2079755000,2090917000,2101411000,2111243000,2120428000,2128997000
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2.60092826576625,2.57588945615978,2.55019992542966,2.5268118288167,2.5060539596511,2.48647464470227,2.46616498407695,2.44378920110027,2.41966092500116,2.39324358392838,2.36441135633728,2.33345107379335,2.29996030521935,2.26360420151897,2.22418665576831,2.1816226307308,2.14159625006763,2.09926902077103,2.045603523744,1.97782764272879,1.90274208191223,1.82491324870352,1.75610346809628,1.70646301299709,1.68148621777114,1.76561120074764,1.6792131785026,..,..,..,..,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,7989186,8197652,8409397,8624594,8843462,9066109,9292474,9522360,9755579,9991870,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,17084357,17373662,17643000,17888000,18113000,18324000,18531000,18741000
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.43449888628779,2.48800942138754,2.53335870989195,2.57740756676801,2.61978285066535,2.65391456415478,2.69114455556615,2.70859935064731,2.6712535559355,2.56870685159662,2.42664568808605,2.27217434089724,2.14023229084501,2.04793304044824,2.00896413799351,2.00643792500701,2.01315144605985,2.00894270733011,1.99560160799033,1.96740226061863,1.93038262324663,1.90113636122764,1.88145001759973,1.85861272347134,1.8313338423086,2.03326217641077,1.97628434808829,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,43309063,44400113,45539296,46728286,47968642,49258732,50602354,51991700,53399246,54788685,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,98423595,100388073,102334000,104258000,106157000,108032000,109887000,111728000
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,1.75795976011316,1.62531293189987,1.50780945160543,1.41852385382844,1.36629254261541,1.34123257647867,1.31862373839055,1.29498974178872,1.28887614950675,1.30307258742945,1.32709648358377,1.35918258173883,1.37799931703617,1.35979650520381,1.29280556058973,1.19175507788893,1.08386083917365,0.98540332535637,0.891911343726708,0.808774881115563,0.734526453073739,0.661368331942275,0.590961101120553,0.534300885856097,0.494597639913435,0.509367035813322,0.509683301933842,..,..,..,..,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,4591134,4666364,4737257,4804935,4871035,4936807,5002336,5067537,5133274,5200602,5270079,5342198,5416323,5490477,5561919,5628600,5689938,5746284,5797765,5844846,5887936,5927006,5962136,5994077,6023797,6420744,6453553,6486000,6518000,6550000,6582000,6613000,6643000
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,3.23217994132776,5.61878897608692,7.38253239162163,7.9578299370825,7.30162694948212,6.01816866253752,4.68926260266444,3.71264068736586,3.08016462543474,2.90920625267097,3.04404182668269,3.20786718023005,3.27553174792612,3.37892333808695,3.4962440081186,3.62179469198658,3.76987248671701,3.91701608017251,4.02482923490195,4.08348862959471,4.11034407211008,4.11821520975398,4.14275742921152,4.20567418818264,4.3159618749839,3.6545067728316,3.528524074108,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,249929,264374,284630,308206,331552,352118,369023,382981,394961,406620,419188,432853,447266,462637,479098,496768,515853,536460,558492,581770,606181,631666,658384,686664,716949,1308974,1355986,1403000,1450000,1497000,1543000,1590000,1637000
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2.89583362035759,2.90784185187283,2.88650022332665,2.88345747508821,2.90606796475268,2.91810423625872,2.99167179648863,2.98804544759916,2.69817600494439,2.06204357188858,1.22555040840026,0.340551987458246,-0.387360744871738,-0.843824551434655,-0.906254631944174,-0.642512631703705,-0.352581758248223,-0.0585202411339908,0.511313903782245,1.39399809499809,2.42895710908588,3.52740947480287,4.3804704102873,4.72005236830934,4.46738454245963,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1733416,1784561,1836823,1890558,1946305,2003937,2064794,2127422,2185605,2231141,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,..,..,..,..,..,..,..,..
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.60335223799787,0.704718276463133,0.719876655375138,0.687096401884296,0.652187283315182,0.667063356294738,0.743509962008971,0.778102309212138,0.621622035077344,0.398143547527793,0.0664901906843683,-0.502159185195728,-1.82418155532121,-2.57431997803655,-2.13858863504971,-1.78539953576165,-1.47536463752721,-1.14091924023266,-0.960559004588775,0.294482275915173,0.483707161729931,-0.63696312445507,-0.633433796423808,-0.627622448059203,-0.597820510395586,0.348039137980543,0.348339661751493,..,..,..,..,..,..
Estonia,EST,"Population, total",SP.POP.TOTL,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1321977,1326590,1325000,1321000,1316000,1311000,1305000,1299000
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,3.38095796702996,3.43142646000207,3.46200876415672,3.48011523649864,3.48457755356088,3.46984826209888,3.44666587041366,3.40156974144865,3.30245460393838,3.14716469975445,2.95074794176333,2.74001572483481,2.5379532210493,2.36097041614618,2.21851817105152,2.09562410166786,1.99403193755519,1.87733323892769,1.69732131107396,1.43769579714415,1.13297100018177,0.809694554214466,0.536242323864105,0.366626738316865,0.340054049149655,1.01179839738944,1.04530919354082,..,..,..,..,..,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,587858,608380,629811,652115,675239,699080,723595,748632,773768,798507,822420,845266,866993,887706,907620,926841,945508,963426,979918,994108,1005435,1013609,1019059,1022802,1026286,1136191,1148130,1160000,1172000,1185000,1198000,1210000,1224000
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,1.8783191666558,2.3700267317112,2.77004036662476,3.05442358716407,3.17808304432594,3.1936965455,3.18009474263669,3.1975036915381,3.24249045866154,3.32910956446659,3.43186437219509,3.53296694102239,3.5905117922001,3.57562188571816,3.47655166707968,3.32727511589339,3.16700190215386,3.03401469030334,2.93885611342521,2.89382169520477,2.88267254878244,2.87943415632872,2.86736389629885,2.85094829837995,2.82638818346317,2.62001348207265,2.57956334803926,..,..,..,..,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,35141712,35984528,36995248,38142674,39374348,40652141,41965693,43329231,44757203,46272299,47887865,49609969,51423585,53295566,55180998,57047908,58883530,60697443,62507724,64343013,66224804,68159423,70142091,72170584,74239505,109224559,112078730,114964000,117876000,120813000,123771000,126751000,129749000
Euro area,EMU,Population growth (annual %),SP.POP.GROW,0.431305506604843,0.383509424035793,0.273981806115373,0.201612404784839,0.167868108682526,0.18951675113496,0.249416983538666,0.276464334776122,0.334348558656146,0.428216680669749,0.45991707810586,0.464414631160224,0.46494504874363,0.4096742325262,0.290912227332129,0.25750775810755,0.259021139218717,0.238597423360901,0.21088445357509,0.258243345750998,0.328450827305346,0.385011345603999,0.489062904193887,0.543193574969408,0.551279035754987,0.19918860217669,0.220727543247932,0.0351146550902968,-0.00437677624168487,-0.0353075403483558,-0.0545854715075507,-0.0648373954058883,-0.0642949619052331
Euro area,EMU,"Population, total",SP.POP.TOTL,302184230,303343135,304174240,304787493,305299134,305877727,306640638,307488390,308516473,309837592,311262588,312708137,314162058,315449099,316366779,317181448,318003015,318761762,319433981,320258898,321310791,322547874,324125336,325885964,327682505,341843156,342597698,342718000,342703000,342582000,342395000,342173000,341953000
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,0.683907409753587,0.663094096556421,0.598941996077102,0.56777636105987,0.588973639796734,0.59502936915095,0.608222417777498,0.612216719523872,0.61003148374914,0.586774878284487,0.487422611936509,0.460790468376544,0.411618152092558,0.358809434105396,0.247468271975876,0.170796059564026,0.159702271252527,0.152633189601389,0.13202779736217,0.118872881540042,0.111507795260522,0.124163315396999,0.184252773886143,0.263775069483103,0.299286428302864,0.364881975747906,0.350516855686351,0.225471458471716,0.180997533624279,0.134827135826171,0.101497081958897,0.0813310681444364,0.0741515947442934
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,793299477,798559799,803342709,807903899,812662240,817497819,822470024,827505323,832553366,837438580,841520445,845398091,848877903,851923757,854031998,855490651,856856889,858164737,859297753,860319225,861278548,862347940,863936840,866215690,868808156,917922618.5,921140092,923217000,924888000,926135000,927075000,927829000,928517000
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,1.07846850896647,1.08200953932835,1.03787060741467,1.02968375019654,1.09315841168626,1.07570859930613,1.05400277205798,1.04260499851149,0.994104826446375,0.881269695290499,0.629797738034128,0.625665344512271,0.521655537807362,0.375567599186994,0.216010560339328,0.106622534133649,0.115723477818491,0.114553638230959,0.0769956812910522,0.00123489617578798,0.0325816706805711,0.0107394500939932,0.0257414127104312,0.0865431196622097,0.131438236139473,0.542740286719678,0.495547945499752,0.428491072887965,0.349524825736196,0.275018756925149,0.220006193868059,0.189857927928159,0.178394743400261
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,327228908,330769556,334202516,337643745,341334726,345006493,348642871,352277839,355779850,358915230,361175670,363435421,365331302,366703368,367495486,367887319,368313051,368734967,369018877,369023434,369143668,369183312,369278345,369597930,370083723,397435105.5,399404587,401116000,402518000,403625000,404513000,405281000,406004000
Europe & Central Asia (IDA & IBRD countries),TEC,Population growth (annual %),SP.POP.GROW,1.02163460042564,1.03246804250121,0.993375240791082,0.978840848430337,1.02766683219397,1.0067820053478,0.979996001101398,0.961612963477492,0.905610512933492,0.804018191891288,0.579130480466944,0.492933605908476,0.394362190412267,0.339495843772511,0.20619542083881,0.0845008732434565,0.0753607850469962,0.0829283083239289,0.0571523892048447,-0.0123055700098149,-0.0816190105696819,-0.103743016825376,-0.0741296215625624,0.0320260087561337,0.0788756277738827,0.436321808299425,0.398557755302491,0.329100830956833,0.265186582337634,0.20257064084808,0.15522701682093,0.127041586235663,0.114428512236131
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,389610122,393632722,397542972,401434285,405559692,409642794,413657277,417635059,421417206,424805477,427265655,429371791,431065071,432528519,433420373,433786617,434113522,434473525,434721837,434668342,434313570,433863000,433541379,433680225,434022293,458970243.5,460799505,462316000,463542000,464481000,465202000,465793000,466326000
European Union,EUU,Population growth (annual %),SP.POP.GROW,0.449195550465191,0.41092896080545,0.328079272740439,0.262556482506099,0.232269518092892,0.240517484032594,0.278284094637613,0.295243741037936,0.324569055008013,0.340022184394812,0.335221423726793,0.297886230089588,0.292453812775335,0.325615974802872,0.249326290854725,0.189050459821829,0.162720450552627,0.150199042338699,0.133743649085844,0.164824513748712,0.119662420872473,0.132067597710432,0.229431502848399,0.356012829351698,0.375633008292041,0.144890089334766,0.164369896792053,-0.0129697068866079,-0.0397806254944726,-0.0632718947585005,-0.0791958710762799,-0.091348941762817,-0.0954662495433922
European Union,EUU,"Population, total",SP.POP.TOTL,407875852,409551932,410895587,411974420,412931311,413924483,415076369,416301856,417653043,419073156,420477979,421730525,422963892,424341130,425399124,426203343,426896863,427538058,428109863,428815493,429328624,429895628,430881944,432415939,434040236,446777673,447512041,447454000,447276000,446993000,446639000,446231000,445805000
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.929613871788066,0.891324731225725,0.87211509917663,0.857831798883082,0.90178393367762,0.973173573071876,1.07079620583983,1.15226897949335,1.03243063893606,0.714927084422411,0.228716745193171,-0.326292214827488,-0.811860541228621,-1.01715838521664,-0.890129843311712,-0.505023974310577,-0.0219202105217875,0.396014126412827,0.652942728060665,0.734884213361676,0.641832815875748,0.559042125107033,0.500903095498568,0.420430556446405,0.35356548323078,0.342876363511462,0.372524228078936,..,..,..,..,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,43337,43725,44108,44488,44891,45330,45818,46349,46830,47166,47274,47120,46739,46266,45856,45625,45615,45796,46096,46436,46735,46997,47233,47432,47600,48497,48678,49000,49000,49000,49000,50000,50000
Fiji,FJI,Population growth (annual %),SP.POP.GROW,2.1835679140139,2.44335531245238,2.61653476367723,2.54368752356004,2.16259744776733,1.59917531310974,0.959729516872432,0.436539429812269,0.158785896021415,0.229909933510221,0.547632852141139,0.93281021529124,1.2255283903034,1.39975288521751,1.40028541298983,1.27396705853237,1.14899799853307,1.05890070921691,0.931770519504893,0.765164397013098,0.581584997823587,0.359277180369209,0.163517679030598,0.100408692622419,0.218368492880262,0.684181932039617,0.729660242086809,..,..,..,..,..,..
Fiji,FJI,"Population, total",SP.POP.TOTL,635307,651021,668280,685497,700483,711775,718639,721783,722930,724594,728573,735401,744469,754963,765609,775425,784386,792736,800157,806303,811006,813925,815257,816076,817860,883483,889953,896000,903000,909000,916000,923000,930000
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.311078415926419,0.426515644912231,0.560285843941572,0.595991320809624,0.534342930873442,0.41706890447956,0.324794895907026,0.283626731803862,0.290689051012441,0.361018799003539,0.443382073914297,0.546172018187903,0.561909850746084,0.483854088858285,0.431048902829755,0.381655333457214,0.328037913627481,0.297377330426395,0.265472962436301,0.232116249119004,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.132641040791912,0.0867899631484352,..,..,..,..,..,..
Finland,FIN,"Population, total",SP.POP.TOTL,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5515525,5520314,5528000,5535000,5541000,5546000,5551000,5554000
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,2.69050519435179,2.57121126794659,2.47725364935867,2.40950489677249,2.37605148846707,2.37080274607848,2.3579044830893,2.34922871295031,2.38704675421648,2.47855815378027,3.12294251084336,2.74690045289137,2.85220887800936,2.88228958545966,2.81814721803879,2.69677731523809,2.55913432616231,2.45364936985177,2.35694040593553,2.35419617328741,2.44215037353102,2.51996826377794,2.56403673152647,2.58786404188787,2.58349642068916,2.21190133298843,2.26414858148378,2.3314764256599,2.41372175226846,2.47435325735449,2.49988916862469,2.47841417914694,2.42669329302359
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,304690404,312524638,320266666,327983507,335776564,343737164,351842158,360107735,368703675,377842210,389642005,400345083,411763761,423631985,435570558,447316926,458764367,470020836,481098947,492424960,504450718,517162716,530422958,544149583,558207668,780467640,798138587,816747000,836461000,857158000,878586000,900361000,922210000
France,FRA,Population growth (annual %),SP.POP.GROW,0.444063245199575,0.4860567840381,0.519369592422532,0.545606555114693,0.558726957866676,0.561154446747637,0.565740632927293,0.571481199856986,0.56459325984309,0.541862135825315,0.50868659382548,0.554158664314962,0.497240931314439,0.433292243528965,0.372231502703071,0.361249895477809,0.354082270724007,0.353750158686726,0.368597838613228,0.514456334749952,0.684929253818552,0.727786404872444,0.727231515093808,0.708779199037771,0.736313540733143,0.151733988951895,0.140234217742883,..,..,..,..,..,..
France,FRA,"Population, total",SP.POP.TOTL,55161527,55430296,55718933,56023770,56337666,56654696,56976123,57302663,57627105,57940212,58235697,58559311,58851217,59106768,59327192,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,66965912,67059887,67206000,67370000,67542000,67711000,67870000,68016000
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,3.01967706200953,2.98942114063485,2.95182953322986,2.88749554019535,2.82503332073747,2.73611589516294,2.66984234092809,2.58808531054559,2.47835895100079,2.30505926522252,2.11265317095242,1.89337000721761,1.71257145000527,1.6258341743718,1.67361422975814,1.79245455243075,1.93060835978901,2.02327533752495,2.0522668819097,1.98856038866685,1.8725371891673,1.74833588175288,1.63639021168158,1.48744457658463,1.29313078828667,0.569178577392632,0.577415665471892,..,..,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,153301,157953,162685,167451,172249,177027,181817,186584,191266,195726,199905,203726,207245,210642,214197,218071,222322,226866,231570,236221,240686,244931,248972,252703,255992,277679,279287,281000,283000,284000,286000,287000,289000
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.44452343067619,2.49743779799767,2.55000805205025,2.6010661513893,2.64983009121931,2.69501546419451,2.7357539477938,2.76353716846735,2.776401351785,2.77070484752825,2.75236397858299,2.73173336853618,2.70907334412588,2.67675649438622,2.63326815795164,2.58542895589307,2.54884240405731,2.51826181788779,2.48546258146547,2.44753603767826,2.41487017916787,2.38455966418947,2.38096199852713,2.42609669054071,2.53156298740609,2.60295406093609,2.48408920696695,..,..,..,..,..,..
Gabon,GAB,"Population, total",SP.POP.TOTL,726328,744696,763930,784061,805115,827108,850048,873867,898469,923711,949488,975783,1002579,1029778,1057255,1084946,1112955,1141338,1170061,1199052,1228360,1258003,1288315,1319953,1353795,2119275,2172579,2226000,2279000,2332000,2384000,2436000,2488000
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,3.26628260363411,3.14091426603268,3.07490317942264,3.20506396364473,3.57638580144596,4.06311520792939,4.57242007594561,4.91736807600516,4.97865456468684,4.71737960312062,4.27142765366389,3.80692144922399,3.4458310497767,3.19774490050306,3.09526843068821,3.09213054656964,3.09847499779921,3.08192691396872,3.08383443833819,3.10195835088408,3.12723472811984,3.16490407716825,3.19720757303293,3.20006451940831,3.16352592892764,2.94672228129321,2.92185023710734,..,..,..,..,..,..
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,637246,657579,678113,700199,725694,755787,791147,831023,873444,915635,955593,992673,1027475,1060862,1094212,1128575,1164091,1200526,1238125,1277133,1317703,1360074,1404261,1449925,1496527,2280102,2347706,2417000,2487000,2558000,2631000,2705000,2780000
Georgia,GEO,Population growth (annual %),SP.POP.GROW,0.842900505178333,0.820316229275049,0.846666492599661,0.878842348486769,0.853879670691174,0.876678994769127,0.888192528985836,0.825576238611123,0.990127868199943,0.262664316118746,-0.0270683894920024,0.703475649320206,0.774511050286416,0.76855845063073,-1.5394301205047,-3.75771606823635,-3.62954607972126,-3.20751817162219,-2.474222975613,-2.05737687863556,-1.9446291567975,-1.55123839698929,-0.89725367267161,7.78601024886028,-9.08063846475098,-0.0390365463489613,-0.165625313562404,..,..,..,..,..,..
Georgia,GEO,"Population, total",SP.POP.TOTL,4467700,4504500,4542800,4582900,4622200,4662900,4704500,4743500,4790700,4803300,4802000,4835900,4873500,4911100,4836076,4657722,4491699,4349913,4243607,4157192,4077131,4014373,3978515,3951736,3927340,3726549,3720382,3711000,3700000,3688000,3676000,3663000,3649000
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.207430406185115,0.152308489359723,-0.0951134365477742,-0.262152572305171,-0.345666402296961,-0.223489901582361,0.0457680639736539,0.15361757528619,0.390678960242038,0.773336990610757,0.861969448764933,0.728605546561364,0.760346946721127,0.657391218087626,0.346856648630233,0.293904443716697,0.289474899455448,0.146313281561803,0.0151436508552808,0.0646345779052372,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,0.300526701992065,0.273451073953555,..,..,..,..,..,..
Germany,DEU,"Population, total",SP.POP.TOTL,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82905782,83132799,83191000,83140000,83016000,82859000,82706000,82587000
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.29457088541131,2.6083224654182,2.85389533108065,3.00947225957734,3.04521605099906,3.00112962688906,2.93852952070962,2.89862759377415,2.87317552770495,2.87201018656331,2.88323959487959,2.89600409030313,2.89040757196834,2.85553128627959,2.78518607324294,2.69486539255905,2.6015610790494,2.52470466957705,2.4716929016464,2.44945762313831,2.44949038579631,2.44952633242917,2.44718468848992,2.45845946798943,2.48461818937994,2.19282883696746,2.16257788677108,..,..,..,..,..,..
